"id","Province","City","Barangay","Latitude","Logitude"
"207538","Abra","Bangued","Agtangao",17.5627002716065,120.637016296387
"207472","Abra","Bangued","Angad",17.5767097473145,120.621513366699
"207374","Abra","Bangued","Bañacao",17.6056900024414,120.595733642578
"207385","Abra","Bangued","Bangbangar",17.606990814209,120.609748840332
"207435","Abra","Bangued","Cabuloan",17.5963306427003,120.612693786621
"207361","Abra","Bangued","Calaba",17.609130859375,120.615440368652
"207461","Abra","Bangued","Cosili East",17.5740509033203,120.651573181152
"207452","Abra","Bangued","Cosili West",17.589210510254,120.639633178711
"207431","Abra","Bangued","Dangdangla",17.5929107666016,120.631813049317
"207357","Abra","Bangued","Lingtan",17.6080207824708,120.617706298828
"207471","Abra","Bangued","Lipcan",17.5767097473145,120.621513366699
"207522","Abra","Bangued","Lubong",17.5740509033203,120.651573181152
"207516","Abra","Bangued","Macarcarmay",17.5695590972901,120.69465637207
"207500","Abra","Bangued","Macray",17.5827102661133,120.647926330566
"207609","Abra","Bangued","Malita",17.541540145874,120.637573242188
"207761","Abra","Bangued","Maoay",17.4930000305177,120.627098083496
"207550","Abra","Bangued","Palao",17.5767097473145,120.621513366699
"207399","Abra","Bangued","Patucannay",17.605360031128,120.638656616211
"207013","Abra","Bangued","Sagap",17.6758098602294,120.596046447754
"207276","Abra","Bangued","San Antonio",17.6163196563721,120.596260070801
"207475","Abra","Bangued","Santa Rosa",17.5691108703614,120.599006652832
"207558","Abra","Bangued","Sao-Atan",17.5556392669679,120.609718322754
"207721","Abra","Bangued","Sappaac",17.5183391571045,120.628570556641
"207714","Abra","Bangued","Tablac",17.5183391571045,120.628570556641
"207426","Abra","Bangued","Zone 1 Poblacion",17.6018791198731,120.620452880859
"207436","Abra","Bangued","Zone 2 Poblacion",17.6018791198731,120.620452880859
"207420","Abra","Bangued","Zone 3 Poblacion",17.606990814209,120.609748840332
"207444","Abra","Bangued","Zone 4 Poblacion",17.5997009277344,120.616737365723
"207457","Abra","Bangued","Zone 5 Poblacion",17.5983295440674,120.618148803711
"207451","Abra","Bangued","Zone 6 Poblacion",17.5963306427003,120.612693786621
"207445","Abra","Bangued","Zone 7 Poblacion",17.5955295562745,120.619247436524
"208060","Abra","Boliney","Amti",17.3438606262208,120.942047119141
"208154","Abra","Boliney","Bao-Yan",17.3891906738281,120.787170410156
"208088","Abra","Boliney","Danac East",17.3980197906494,120.990417480469
"208061","Abra","Boliney","Danac West",17.3437805175782,120.964241027832
"208069","Abra","Boliney","Dao-Angan",17.3896808624268,120.784027099609
"208072","Abra","Boliney","Dumagas",17.3818893432618,120.763389587402
"208068","Abra","Boliney","Kilong-Olao",17.3425807952882,120.840629577637
"208156","Abra","Boliney","Poblacion",17.3425807952882,120.840629577637
"207715","Abra","Bucay","Abang",17.4953899383544,120.712310791016
"207556","Abra","Bucay","Bangbangcag",17.575590133667,120.751007080078
"207590","Abra","Bucay","Bangcagan",17.5667591094972,120.738586425781
"207712","Abra","Bucay","Banglolao",17.5226707458496,120.714973449707
"207562","Abra","Bucay","Bugbog",17.5613098144532,120.7099609375
"207568","Abra","Bucay","Calao",17.575590133667,120.751007080078
"207841","Abra","Bucay","Dugong",17.4664001464845,120.703216552734
"207681","Abra","Bucay","Labon",17.5480899810792,120.732940673828
"207802","Abra","Bucay","Layugan",17.4953899383544,120.712310791016
"207881","Abra","Bucay","Madalipay",17.4573593139649,120.677658081055
"207699","Abra","Bucay","North Poblacion",17.5420703887939,120.724090576172
"207511","Abra","Bucay","Pagala",17.5684795379639,120.738059997559
"207757","Abra","Bucay","Pakiling",17.5055007934571,120.715232849121
"207601","Abra","Bucay","Palaquio",17.5667591094972,120.738586425781
"207906","Abra","Bucay","Patoc",17.453950881958,120.707878112793
"207825","Abra","Bucay","Quimloong",17.4870491027833,120.741142272949
"207794","Abra","Bucay","Salnec",17.4764499664307,120.67431640625
"207634","Abra","Bucay","San Miguel",17.5469703674318,120.712738037109
"207657","Abra","Bucay","Siblong",17.5399208068849,120.713188171387
"207708","Abra","Bucay","South Poblacion",17.5372295379639,120.721519470215
"207638","Abra","Bucay","Tabiog",17.5460300445556,120.791496276855
"207947","Abra","Bucloc","Ducligan",17.4169902801513,120.789558410645
"207933","Abra","Bucloc","Labaan",17.4175605773926,120.839050292969
"207916","Abra","Bucloc","Lamao",17.4175605773926,120.852813720703
"207903","Abra","Bucloc","Lingay",17.417760848999,120.879249572754
"207804","Abra","Daguioman","Ableg",17.404619216919,120.971130371094
"207882","Abra","Daguioman","Cabaruyan",17.4501209259033,120.913642883301
"207955","Abra","Daguioman","Pikek",17.4501209259033,120.913642883301
"207865","Abra","Daguioman","Tui",17.404619216919,120.971130371094
"207045","Abra","Danglas","Abaquid",17.7058506011962,120.666923522949
"207023","Abra","Danglas","Cabaruan",17.7058506011962,120.666923522949
"207071","Abra","Danglas","Caupasan",17.6874408721924,120.662818908691
"206871","Abra","Danglas","Danglas",17.6805801391603,120.612716674805
"206730","Abra","Danglas","Nagaparan",17.7336006164551,120.672370910645
"207109","Abra","Danglas","Padangitan",17.6697807312012,120.65705871582
"207087","Abra","Danglas","Pangal",17.6887092590333,120.673896789551
"207197","Abra","Dolores","Bayaan",17.6496601104736,120.714981079102
"207269","Abra","Dolores","Cabaroan",17.6402397155763,120.770156860352
"207247","Abra","Dolores","Calumbaya",17.6355400085449,120.712059020996
"207106","Abra","Dolores","Cardona",17.6593608856202,120.689720153809
"207204","Abra","Dolores","Isit",17.6338500976564,120.689582824707
"207265","Abra","Dolores","Kimmalaba",17.6333694458008,120.745903015137
"207254","Abra","Dolores","Libtec",17.6427402496338,120.769538879395
"207236","Abra","Dolores","Lub-Lubba",17.6421394348145,120.736633300781
"207300","Abra","Dolores","Mudiit",17.6253299713136,120.703750610352
"207183","Abra","Dolores","Namit-Ingan",17.6482696533203,120.751647949219
"207173","Abra","Dolores","Pacac",17.6686401367188,120.719581604004
"207232","Abra","Dolores","Poblacion",17.643409729004,120.713706970215
"207260","Abra","Dolores","Salucag",17.6329097747802,120.694122314453
"207275","Abra","Dolores","Talogtog",17.6348400115967,120.735153198242
"207184","Abra","Dolores","Taping",17.6531505584717,120.730110168457
"207170","Abra","La Paz","Benben",17.6577491760254,120.644653320312
"207189","Abra","La Paz","Bulbulala",17.6397590637207,120.67098236084
"207073","Abra","La Paz","Buli",17.6746406555176,120.702163696289
"207171","Abra","La Paz","Canan",17.6496601104736,120.664642333984
"207128","Abra","La Paz","Liguis",17.6451797485352,120.630813598633
"207040","Abra","La Paz","Malabbaga",17.7004699707031,120.709762573242
"207264","Abra","La Paz","Mudeng",17.6331691741944,120.608146667481
"207124","Abra","La Paz","Pidipid",17.6598205566407,120.659606933594
"207101","Abra","La Paz","Poblacion",17.6593608856202,120.689720153809
"207212","Abra","La Paz","San Gregorio",17.6510696411132,120.648513793945
"207205","Abra","La Paz","Toon",17.6322898864746,120.663520812988
"207134","Abra","La Paz","Udangan",17.6331691741944,120.608146667481
"206941","Abra","Lacub","Bacag",17.7370891571045,120.941719055176
"206956","Abra","Lacub","Buneg",17.6595497131347,121.040321350098
"206969","Abra","Lacub","Guinguinabang",17.6746807098388,120.929733276367
"206911","Abra","Lacub","Lan-Ag",17.6641407012939,120.860557556152
"206967","Abra","Lacub","Pacoc",17.7370891571045,120.965087890625
"207098","Abra","Lacub","Poblacion",17.6559600830079,121.003753662109
"207364","Abra","Lagangilang","Aguet",17.6083908081055,120.721687316895
"207165","Abra","Lagangilang","Bacooc",17.659460067749,120.831809997559
"207337","Abra","Lagangilang","Balais",17.6178607940674,120.732856750489
"207208","Abra","Lagangilang","Cayapa",17.6420993804933,120.77033996582
"207495","Abra","Lagangilang","Dalaguisen",17.575590133667,120.751007080078
"207401","Abra","Lagangilang","Laang",17.605339050293,120.744827270508
"207332","Abra","Lagangilang","Lagben",17.6178607940674,120.732856750489
"207313","Abra","Lagangilang","Laguiben",17.614200592041,120.742599487305
"207287","Abra","Lagangilang","Nagtipulan",17.6204299926758,120.809516906738
"207465","Abra","Lagangilang","Nagtupacan",17.5776500701904,120.729843139649
"207033","Abra","Lagangilang","Paganao",17.6773204803468,120.841186523438
"207448","Abra","Lagangilang","Pawa",17.5852203369142,120.722122192383
"207370","Abra","Lagangilang","Poblacion",17.6113605499268,120.733520507812
"207430","Abra","Lagangilang","Presentar",17.5926895141603,120.717842102051
"207453","Abra","Lagangilang","San Isidro",17.5754699707032,120.767883300781
"207372","Abra","Lagangilang","Tagodtod",17.5971298217773,120.745986938477
"207496","Abra","Lagangilang","Taping",17.5754699707032,120.767883300781
"206938","Abra","Lagayan","Ba-I",17.7278194427491,120.737190246582
"206638","Abra","Lagayan","Collago",17.8085899353027,120.773460388184
"206794","Abra","Lagayan","Pang-Ot",17.764129638672,120.78589630127
"206978","Abra","Lagayan","Poblacion",17.7029094696044,120.685096740723
"206910","Abra","Lagayan","Pulot",17.7326393127441,120.721786499023
"207355","Abra","Langiden","Baac",17.5951805114747,120.586868286133
"207534","Abra","Langiden","Dalayap",17.5754394531251,120.568710327149
"207347","Abra","Langiden","Mabungtot",17.5604190826417,120.489349365234
"207088","Abra","Langiden","Malapaao",17.6249904632569,120.497917175293
"207483","Abra","Langiden","Poblacion",17.5793590545654,120.579872131348
"207474","Abra","Langiden","Quillat",17.5691108703614,120.599006652832
"207339","Abra","Licuan-Baay","Bonglo",17.58943939209,120.889617919922
"207459","Abra","Licuan-Baay","Bulbulala",17.5595493316652,120.7861328125
"207447","Abra","Licuan-Baay","Cawayan",17.574369430542,120.940933227539
"207241","Abra","Licuan-Baay","Domenglay",17.6149196624757,120.963890075684
"207145","Abra","Licuan-Baay","Lenneng",17.6221809387206,120.893592834473
"207686","Abra","Licuan-Baay","Mapisla",17.4763793945312,120.906921386719
"207305","Abra","Licuan-Baay","Mogao",17.5958003997803,120.948127746582
"207576","Abra","Licuan-Baay","Nalbuan",17.5466899871826,120.875503540039
"207359","Abra","Licuan-Baay","Poblacion",17.58943939209,120.889617919922
"207643","Abra","Licuan-Baay","Subagan",17.4864597320558,120.933296203613
"207587","Abra","Licuan-Baay","Tumalip",17.5725002288818,120.848091125488
"208229","Abra","Luba","Ampalioc",17.3276691436768,120.705429077149
"208145","Abra","Luba","Barit",17.3835391998291,120.689987182617
"208403","Abra","Luba","Gayaman",17.2823696136475,120.707397460938
"208366","Abra","Luba","Lul-Luno",17.2887992858887,120.631942749023
"208176","Abra","Luba","Luzong",17.3496208190917,120.711547851563
"208247","Abra","Luba","Nagbukel-Tuquipa",17.3233699798584,120.635627746582
"208253","Abra","Luba","Poblacion",17.3044700622559,120.729927062988
"208356","Abra","Luba","Sabnangan",17.3276691436768,120.705429077149
"207223","Abra","Malibcong","Bayabas",17.6173095703124,120.989852905274
"207383","Abra","Malibcong","Binasaran",17.5958003997803,120.948127746582
"207423","Abra","Malibcong","Buanao",17.5820293426514,121.054237365723
"207211","Abra","Malibcong","Dulao",17.6085891723633,121.026069641113
"207608","Abra","Malibcong","Duldulao",17.5475807189943,121.052047729492
"207670","Abra","Malibcong","Gacab",17.5362796783448,120.966789245605
"207324","Abra","Malibcong","Lat-Ey",17.5556392669679,121.102760314942
"207530","Abra","Malibcong","Malibcong",17.5362796783448,120.966789245605
"207180","Abra","Malibcong","Mataragan",17.6084098815919,121.061462402344
"207179","Abra","Malibcong","Pacgued",17.6595497131347,121.040321350098
"207478","Abra","Malibcong","Taripan",17.5937595367432,121.026008605957
"207422","Abra","Malibcong","Umnap",17.5937595367432,121.026008605957
"207985","Abra","Manabo","Ayyeng",17.4407501220703,120.750679016113
"207939","Abra","Manabo","Catacdegan Nuevo",17.4518299102783,120.740821838379
"207952","Abra","Manabo","Catacdegan Viejo",17.4498405456544,120.749809265137
"207984","Abra","Manabo","Luzong",17.4333992004395,120.705223083496
"207938","Abra","Manabo","San Jose Norte",17.4435405731201,120.671333312988
"207973","Abra","Manabo","San Jose Sur",17.444959640503,120.747833251953
"208010","Abra","Manabo","San Juan Norte",17.4281597137452,120.704971313477
"208031","Abra","Manabo","San Juan Sur",17.4212493896484,120.706062316895
"208052","Abra","Manabo","San Ramon East",17.3665008544921,120.708122253418
"208054","Abra","Manabo","San Ramon West",17.3665008544921,120.708122253418
"207981","Abra","Manabo","Santo Tomas",17.4354190826416,120.697883605957
"207574","Abra","Peñarrubia","Dumayco",17.5679607391358,120.668807983399
"207607","Abra","Peñarrubia","Lusuac",17.5423698425294,120.69116973877
"207697","Abra","Peñarrubia","Malamsit",17.5399894714355,120.666603088379
"207637","Abra","Peñarrubia","Namarabar",17.542610168457,120.647132873535
"207623","Abra","Peñarrubia","Patiao",17.541690826416,120.647338867188
"207573","Abra","Peñarrubia","Poblacion",17.5563697814941,120.65705871582
"207581","Abra","Peñarrubia","Riang",17.5713596343995,120.642807006836
"207706","Abra","Peñarrubia","Santa Rosa",17.5074501037598,120.697868347168
"207696","Abra","Peñarrubia","Tattawa",17.5392799377442,120.636878967285
"207654","Abra","Pidigan","Alinaya",17.556610107422,120.569007873535
"207753","Abra","Pidigan","Arab",17.4896392822266,120.577926635742
"207671","Abra","Pidigan","Garreta",17.5300292968751,120.555320739746
"207736","Abra","Pidigan","Immuli",17.517499923706,120.580856323242
"207600","Abra","Pidigan","Laskig",17.5611095428467,120.553283691406
"207603","Abra","Pidigan","Monggoc",17.5254096984864,120.585418701172
"207617","Abra","Pidigan","Naguirayan",17.556610107422,120.569007873535
"207552","Abra","Pidigan","Pamutic",17.5671997070312,120.553268432617
"207602","Abra","Pidigan","Pangtud",17.5244598388672,120.581832885742
"207542","Abra","Pidigan","Poblacion East",17.5793590545654,120.579872131348
"207541","Abra","Pidigan","Poblacion West",17.5624103546144,120.582397460938
"207528","Abra","Pidigan","San Diego",17.5671997070312,120.553268432617
"207636","Abra","Pidigan","Sulbec",17.52467918396,120.544677734375
"207629","Abra","Pidigan","Suyo",17.546709060669,120.552803039551
"207655","Abra","Pidigan","Yuyeng",17.556610107422,120.569007873535
"208197","Abra","Pilar","Bolbolo",17.3742008209229,120.620750427246
"208238","Abra","Pilar","Brookside",17.3587894439697,120.56681060791
"208244","Abra","Pilar","Dalit",17.3458404541017,120.575241088867
"208215","Abra","Pilar","Dintan",17.3604297637939,120.616889953614
"208114","Abra","Pilar","Gapang",17.3933296203613,120.584632873535
"208144","Abra","Pilar","Kinabiti",17.3728504180908,120.590446472168
"208047","Abra","Pilar","Maliplipit",17.4143390655518,120.592483520508
"208175","Abra","Pilar","Nagcanasan",17.3587894439697,120.56681060791
"208337","Abra","Pilar","Nanangduan",17.3113193511963,120.597412109375
"208082","Abra","Pilar","Narnara",17.4019908905029,120.631233215332
"208240","Abra","Pilar","Ocup",17.3563995361328,120.589027404785
"208273","Abra","Pilar","Pang-Ot",17.3096199035645,120.562423706055
"207989","Abra","Pilar","Patad",17.4384994506837,120.597503662109
